"Package","Version","Assembly","DotNetFramework"
"DevExpress.ExpressApp.FileAttachment.Win.ja","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Win.es","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Win","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Win.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Web.ru","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Win.de","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Web","18.2.8.0","DevExpress.ExpressApp.HtmlPropertyEditor.Web.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Win.ru","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win","18.2.8.0","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win.de","18.2.8.0","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win.es","18.2.8.0","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win.ja","18.2.8.0","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win.ru","18.2.8.0","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Images","18.2.8.0","DevExpress.ExpressApp.Images.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Web.de","18.2.8.0","DevExpress.ExpressApp.Maps.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Kpi.ja","18.2.8.0","DevExpress.ExpressApp.Kpi.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Web","18.2.8.0","DevExpress.ExpressApp.Maps.Web.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Mobile.es","18.2.8.0","DevExpress.ExpressApp.Maps.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Kpi.es","18.2.8.0","DevExpress.ExpressApp.Kpi.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Kpi.de","18.2.8.0","DevExpress.ExpressApp.Kpi.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Localization.Mobile","18.2.8.0","DevExpress.ExpressApp.Localization.Mobile.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Mobile","18.2.8.0","DevExpress.ExpressApp.Maps.Mobile.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.ja","18.2.8.0","DevExpress.ExpressApp.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Kpi","18.2.8.0","DevExpress.ExpressApp.Kpi.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Mobile","18.2.8.0","DevExpress.ExpressApp.Mobile.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Kpi.ru","18.2.8.0","DevExpress.ExpressApp.Kpi.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Mobile.es","18.2.8.0","DevExpress.ExpressApp.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Maps.Web.ru","18.2.8.0","DevExpress.ExpressApp.Maps.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Mobile.de","18.2.8.0","DevExpress.ExpressApp.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Mobile.ru","18.2.8.0","DevExpress.ExpressApp.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.de","18.2.8.0","DevExpress.ExpressApp.Notifications.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Mobile.ja","18.2.8.0","DevExpress.ExpressApp.Mobile.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications","18.2.8.0","DevExpress.ExpressApp.Notifications.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.es","18.2.8.0","DevExpress.ExpressApp.Notifications.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.ja","18.2.8.0","DevExpress.ExpressApp.Notifications.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.ru","18.2.8.0","DevExpress.ExpressApp.Notifications.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.Web.es","18.2.8.0","DevExpress.ExpressApp.Notifications.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.Web","18.2.8.0","DevExpress.ExpressApp.Notifications.Web.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Notifications.Web.de","18.2.8.0","DevExpress.ExpressApp.Notifications.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
