#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly","Framework"
"DevExpress.ExpressApp.Office.Win.ru","18.2.6","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Office.Win.ja","18.2.6","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Office.Win.es","18.2.6","DevExpress.ExpressApp.Office.Win.v18.2.resources.dll","es"
"DevExpress.Dashboard.Core.de","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","de"
"DevExpress.Dashboard.Core","18.2.6","DevExpress.Dashboard.v18.2.Core.dll","netstandard2.0"
"DevExpress.Dashboard.Core","18.2.6","DevExpress.Dashboard.v18.2.Core.dll","net452"
"DevExpress.Dashboard.Core.es","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","es"
"DevExpress.Dashboard.Core.es","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","es"
"DevExpress.Dashboard.Core.de","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","de"
"DevExpress.Charts.ru","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","ru"
"DevExpress.Charts.ja","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","ja"
"DevExpress.Charts.ja","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","ja"
"DevExpress.CodeParser","18.2.6","DevExpress.CodeParser.v18.2.dll","netstandard2.0"
"DevExpress.CodeParser","18.2.6","DevExpress.CodeParser.v18.2.dll","net452"
"DevExpress.Charts.ru","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","ru"
"DevExpress.Dashboard.Core.ja","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","ja"
"DevExpress.Data.es","18.2.6","DevExpress.Data.v18.2.resources.dll","es"
"DevExpress.Data.es","18.2.6","DevExpress.Data.v18.2.resources.dll","es"
"DevExpress.Data.de","18.2.6","DevExpress.Data.v18.2.resources.dll","de"
"DevExpress.Data.ru","18.2.6","DevExpress.Data.v18.2.resources.dll","ru"
"DevExpress.Data.ja","18.2.6","DevExpress.Data.v18.2.resources.dll","ja"
"DevExpress.Data.ja","18.2.6","DevExpress.Data.v18.2.resources.dll","ja"
"DevExpress.Dashboard.Core.ru","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","ru"
"DevExpress.Dashboard.Core.ru","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","ru"
"DevExpress.Dashboard.Core.ja","18.2.6","DevExpress.Dashboard.v18.2.Core.resources.dll","ja"
"DevExpress.Data.de","18.2.6","DevExpress.Data.v18.2.resources.dll","de"
"DevExpress.Data","18.2.6","DevExpress.Data.v18.2.dll","netstandard2.0"
"DevExpress.Data","18.2.6","DevExpress.Data.v18.2.dll","net452"
"DevExpress.AspNetCore.Dashboard","18.2.6","DevExpress.Dashboard.v18.2.AspNetCore.dll","netstandard2.0"
"DevExpress.AspNetCore.Core.ru","18.2.6","DevExpress.AspNetCore.Core.v18.2.resources.dll","ru"
"DevExpress.AspNetCore.Core.ja","18.2.6","DevExpress.AspNetCore.Core.v18.2.resources.dll","ja"
"DevExpress.AspNetCore.Resources","18.2.6","DevExpress.AspNetCore.Resources.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.Reporting","18.2.6","DevExpress.AspNetCore.Reporting.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.DemoData","18.2.6","DevExpress.AspNetCore.DemoData.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.Common","18.2.6","DevExpress.AspNetCore.Common.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.Bootstrap.Render","18.2.6","DevExpress.AspNetCore.Bootstrap.Render.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.Bootstrap","18.2.6","DevExpress.AspNetCore.Bootstrap.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.Core.es","18.2.6","DevExpress.AspNetCore.Core.v18.2.resources.dll","es"
"DevExpress.AspNetCore.Core.de","18.2.6","DevExpress.AspNetCore.Core.v18.2.resources.dll","de"
"DevExpress.AspNetCore.Core","18.2.6","DevExpress.AspNetCore.Core.v18.2.dll","netstandard2.0"
"DevExpress.AspNetCore.Scheduler.Core","18.2.6","DevExpress.AspNetCore.Scheduler.Core.v18.2.dll","netstandard2.0"
"DevExpress.Charts.de","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","de"
"DevExpress.Charts.Core","18.2.6","DevExpress.Charts.v18.2.Core.dll","netstandard2.0"
"DevExpress.Charts.Core","18.2.6","DevExpress.Charts.v18.2.Core.dll","net452"
"DevExpress.Charts.es","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","es"
"DevExpress.Charts.es","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","es"
"DevExpress.Charts.de","18.2.6","DevExpress.XtraCharts.v18.2.resources.dll","de"
"DevExpress.AspNetCore.Scheduler.Core.ja","18.2.6","DevExpress.AspNetCore.Scheduler.Core.v18.2.resources.dll","ja"
"DevExpress.AspNetCore.Scheduler.Core.es","18.2.6","DevExpress.AspNetCore.Scheduler.Core.v18.2.resources.dll","es"
"DevExpress.AspNetCore.Scheduler.Core.de","18.2.6","DevExpress.AspNetCore.Scheduler.Core.v18.2.resources.dll","de"
"DevExpress.Charts","18.2.6","DevExpress.XtraCharts.v18.2.dll","netstandard2.0"
"DevExpress.Charts","18.2.6","DevExpress.XtraCharts.v18.2.dll","net452"
"DevExpress.AspNetCore.Scheduler.Core.ru","18.2.6","DevExpress.AspNetCore.Scheduler.Core.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Chart.Win","18.2.6","DevExpress.ExpressApp.Chart.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Chart.Web","18.2.6","DevExpress.ExpressApp.Chart.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.Chart.ru","18.2.6","DevExpress.ExpressApp.Chart.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.CloneObject.es","18.2.6","DevExpress.ExpressApp.CloneObject.v18.2.resources.dll","es"
"DevExpress.ExpressApp.CloneObject.de","18.2.6","DevExpress.ExpressApp.CloneObject.v18.2.resources.dll","de"
"DevExpress.ExpressApp.CloneObject","18.2.6","DevExpress.ExpressApp.CloneObject.v18.2.dll","net452"
"DevExpress.ExpressApp.AuditTrail.ru","18.2.6","DevExpress.ExpressApp.AuditTrail.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.AuditTrail.ja","18.2.6","DevExpress.ExpressApp.AuditTrail.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.AuditTrail.es","18.2.6","DevExpress.ExpressApp.AuditTrail.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Chart.ja","18.2.6","DevExpress.ExpressApp.Chart.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Chart.de","18.2.6","DevExpress.ExpressApp.Chart.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Chart","18.2.6","DevExpress.ExpressApp.Chart.v18.2.dll","net452"
"DevExpress.ExpressApp.CloneObject.ja","18.2.6","DevExpress.ExpressApp.CloneObject.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Dashboards.ru","18.2.6","DevExpress.ExpressApp.Dashboards.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Dashboards.ja","18.2.6","DevExpress.ExpressApp.Dashboards.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Dashboards.es","18.2.6","DevExpress.ExpressApp.Dashboards.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Dashboards.Web.es","18.2.6","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Dashboards.Web.de","18.2.6","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Dashboards.Web","18.2.6","DevExpress.ExpressApp.Dashboards.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.ConditionalAppearance","18.2.6","DevExpress.ExpressApp.ConditionalAppearance.v18.2.dll","net452"
"DevExpress.ExpressApp.CloneObject.ru","18.2.6","DevExpress.ExpressApp.CloneObject.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.CloneObject.Mobile","18.2.6","DevExpress.ExpressApp.CloneObject.Mobile.v18.2.dll","net452"
"DevExpress.ExpressApp.Dashboards.de","18.2.6","DevExpress.ExpressApp.Dashboards.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Dashboards","18.2.6","DevExpress.ExpressApp.Dashboards.v18.2.dll","net452"
"DevExpress.ExpressApp.ConditionalAppearance.Mobile","18.2.6","DevExpress.ExpressApp.ConditionalAppearance.Mobile.v18.2.dll","net452"
"DevExpress.DataAccess.ja","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","ja"
"DevExpress.DataAccess.ja","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","ja"
"DevExpress.DataAccess.es","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","es"
"DevExpress.DataAccess.UI","18.2.6","DevExpress.DataAccess.v18.2.UI.dll","net452"
"DevExpress.DataAccess.ru","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","ru"
"DevExpress.DataAccess.ru","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","ru"
"DevExpress.DataAccess","18.2.6","DevExpress.DataAccess.v18.2.dll","netstandard2.0"
"DevExpress.DataAccess","18.2.6","DevExpress.DataAccess.v18.2.dll","net452"
"DevExpress.Data.ru","18.2.6","DevExpress.Data.v18.2.resources.dll","ru"
"DevExpress.DataAccess.es","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","es"
"DevExpress.DataAccess.de","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","de"
"DevExpress.DataAccess.de","18.2.6","DevExpress.DataAccess.v18.2.resources.dll","de"
"DevExpress.DataAccess.UI.de","18.2.6","DevExpress.DataAccess.v18.2.UI.resources.dll","de"
"DevExpress.Document.Processor","18.2.6","DevExpress.Docs.v18.2.dll","net452"
"DevExpress.Diagram.Core.ru","18.2.6","DevExpress.Diagram.v18.2.Core.resources.dll","ru"
"DevExpress.Diagram.Core.ja","18.2.6","DevExpress.Diagram.v18.2.Core.resources.dll","ja"
"DevExpress.ExpressApp.AuditTrail.de","18.2.6","DevExpress.ExpressApp.AuditTrail.v18.2.resources.dll","de"
"DevExpress.ExpressApp.AuditTrail","18.2.6","DevExpress.ExpressApp.AuditTrail.v18.2.dll","net452"
"DevExpress.ExpressApp","18.2.6","DevExpress.ExpressApp.v18.2.dll","net452"
"DevExpress.DataAccess.UI.ru","18.2.6","DevExpress.DataAccess.v18.2.UI.resources.dll","ru"
"DevExpress.DataAccess.UI.ja","18.2.6","DevExpress.DataAccess.v18.2.UI.resources.dll","ja"
"DevExpress.DataAccess.UI.es","18.2.6","DevExpress.DataAccess.v18.2.UI.resources.dll","es"
"DevExpress.Diagram.Core.es","18.2.6","DevExpress.Diagram.v18.2.Core.resources.dll","es"
"DevExpress.Diagram.Core.de","18.2.6","DevExpress.Diagram.v18.2.Core.resources.dll","de"
"DevExpress.Diagram.Core","18.2.6","DevExpress.Diagram.v18.2.Core.dll","net452"
"DevExpress.ExpressApp.ReportsV2.Web.ja","18.2.6","DevExpress.ExpressApp.ReportsV2.Web.v18.2.resources.dll","ja"
"DevExpress.Pdf.Core.ja","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","ja"
"DevExpress.Pdf.Core.ja","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","ja"
"DevExpress.Pdf.Core.es","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","es"
"DevExpress.Pdf.Drawing","18.2.6","DevExpress.Pdf.v18.2.Drawing.dll","net452"
"DevExpress.Pdf.Core.ru","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","ru"
"DevExpress.Pdf.Core.ru","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","ru"
"DevExpress.Pdf.Core","18.2.6","DevExpress.Pdf.v18.2.Core.dll","netstandard2.0"
"DevExpress.Pdf.Core","18.2.6","DevExpress.Pdf.v18.2.Core.dll","net452"
"DevExpress.Office.Core.ru","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","ru"
"DevExpress.Pdf.Core.es","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","es"
"DevExpress.Pdf.Core.de","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","de"
"DevExpress.Pdf.Core.de","18.2.6","DevExpress.Pdf.v18.2.Core.resources.dll","de"
"DevExpress.Persistent.Base","18.2.6","DevExpress.Persistent.Base.v18.2.dll","net452"
"DevExpress.PivotGrid.Core.de","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","de"
"DevExpress.PivotGrid.Core","18.2.6","DevExpress.PivotGrid.v18.2.Core.dll","netstandard2.0"
"DevExpress.PivotGrid.Core","18.2.6","DevExpress.PivotGrid.v18.2.Core.dll","net452"
"DevExpress.PivotGrid.Core.es","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","es"
"DevExpress.PivotGrid.Core.es","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","es"
"DevExpress.PivotGrid.Core.de","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","de"
"DevExpress.Persistent.Base.ja","18.2.6","DevExpress.Persistent.Base.v18.2.resources.dll","ja"
"DevExpress.Persistent.Base.es","18.2.6","DevExpress.Persistent.Base.v18.2.resources.dll","es"
"DevExpress.Persistent.Base.de","18.2.6","DevExpress.Persistent.Base.v18.2.resources.dll","de"
"DevExpress.Persistent.BaseImpl.EF","18.2.6","DevExpress.Persistent.BaseImpl.EF.v18.2.dll","net452"
"DevExpress.Persistent.BaseImpl","18.2.6","DevExpress.Persistent.BaseImpl.v18.2.dll","net452"
"DevExpress.Persistent.Base.ru","18.2.6","DevExpress.Persistent.Base.v18.2.resources.dll","ru"
"DevExpress.Map.Core.es","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","es"
"DevExpress.Map.Core.de","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","de"
"DevExpress.Map.Core.de","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","de"
"DevExpress.Map.Core.ja","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","ja"
"DevExpress.Map.Core.ja","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","ja"
"DevExpress.Map.Core.es","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","es"
"DevExpress.Gauges.Core.ru","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","ru"
"DevExpress.Gauges.Core.ru","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","ru"
"DevExpress.Gauges.Core.ja","18.2.6","DevExpress.XtraGauges.v18.2.Core.resources.dll","ja"
"DevExpress.Map.Core","18.2.6","DevExpress.Map.v18.2.Core.dll","netstandard2.0"
"DevExpress.Map.Core","18.2.6","DevExpress.Map.v18.2.Core.dll","net452"
"DevExpress.Images","18.2.6","DevExpress.Images.v18.2.dll","net452"
"DevExpress.Map.Core.ru","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","ru"
"DevExpress.Office.Core.es","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","es"
"DevExpress.Office.Core.es","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","es"
"DevExpress.Office.Core.de","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","de"
"DevExpress.Office.Core.ru","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","ru"
"DevExpress.Office.Core.ja","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","ja"
"DevExpress.Office.Core.ja","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","ja"
"DevExpress.Mvvm","18.2.6","DevExpress.Mvvm.v18.2.dll","net452"
"DevExpress.Map.NetStandard","18.2.6","DevExpress.XtraMap.v18.2.dll","netstandard2.0"
"DevExpress.Map.Core.ru","18.2.6","DevExpress.Map.v18.2.Core.resources.dll","ru"
"DevExpress.Office.Core.de","18.2.6","DevExpress.Office.v18.2.Core.resources.dll","de"
"DevExpress.Office.Core","18.2.6","DevExpress.Office.v18.2.Core.dll","netstandard2.0"
"DevExpress.Office.Core","18.2.6","DevExpress.Office.v18.2.Core.dll","net452"
"DevExpress.RichEdit.Core.ja","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","ja"
"DevExpress.RichEdit.Core.ja","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","ja"
"DevExpress.RichEdit.Core.es","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","es"
"DevExpress.RichEdit.Export","18.2.6","DevExpress.RichEdit.v18.2.Export.dll","net452"
"DevExpress.RichEdit.Core.ru","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","ru"
"DevExpress.RichEdit.Core.ru","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","ru"
"DevExpress.RichEdit.Core","18.2.6","DevExpress.RichEdit.v18.2.Core.dll","netstandard2.0"
"DevExpress.RichEdit.Core","18.2.6","DevExpress.RichEdit.v18.2.Core.dll","net452"
"DevExpress.Reporting.WCF","18.2.6","DevExpress.XtraReports.v18.2.Service.dll","net452"
"DevExpress.RichEdit.Core.es","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","es"
"DevExpress.RichEdit.Core.de","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","de"
"DevExpress.RichEdit.Core.de","18.2.6","DevExpress.RichEdit.v18.2.Core.resources.dll","de"
"DevExpress.RichEdit.Export","18.2.6","DevExpress.RichEdit.v18.2.Export.dll","netstandard2.0"
"DevExpress.Scaffolding.WCF","18.2.6","DevExpress.Mvvm.v18.2.DataModel.WCF.dll","net452"
"DevExpress.Scaffolding.EFCore","18.2.6","DevExpress.Mvvm.v18.2.DataModel.EFCore.dll","net452"
"DevExpress.Scaffolding.EF6","18.2.6","DevExpress.Mvvm.v18.2.DataModel.EF6.dll","net452"
"DevExpress.Scheduler.Core.de","18.2.6","DevExpress.XtraScheduler.v18.2.Core.resources.dll","de"
"DevExpress.Scheduler.Core","18.2.6","DevExpress.XtraScheduler.v18.2.Core.dll","netstandard2.0"
"DevExpress.Scheduler.Core","18.2.6","DevExpress.XtraScheduler.v18.2.Core.dll","net452"
"DevExpress.Scaffolding.Core.de","18.2.6","DevExpress.Mvvm.v18.2.DataModel.resources.dll","de"
"DevExpress.Scaffolding.Core","18.2.6","DevExpress.Mvvm.v18.2.ViewModel.dll","net452"
"DevExpress.Scaffolding.Core","18.2.6","DevExpress.Mvvm.v18.2.DataModel.dll","net452"
"DevExpress.Scaffolding.Core.ru","18.2.6","DevExpress.Mvvm.v18.2.DataModel.resources.dll","ru"
"DevExpress.Scaffolding.Core.ja","18.2.6","DevExpress.Mvvm.v18.2.DataModel.resources.dll","ja"
"DevExpress.Scaffolding.Core.es","18.2.6","DevExpress.Mvvm.v18.2.DataModel.resources.dll","es"
"DevExpress.Printing.Core.es","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","es"
"DevExpress.Printing.Core.de","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","de"
"DevExpress.Printing.Core.de","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","de"
"DevExpress.Printing.Core.ja","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","ja"
"DevExpress.Printing.Core.ja","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","ja"
"DevExpress.Printing.Core.es","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","es"
"DevExpress.PivotGrid.Core.ru","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","ru"
"DevExpress.PivotGrid.Core.ja","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","ja"
"DevExpress.PivotGrid.Core.ja","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","ja"
"DevExpress.Printing.Core","18.2.6","DevExpress.Printing.v18.2.Core.dll","netstandard2.0"
"DevExpress.Printing.Core","18.2.6","DevExpress.Printing.v18.2.Core.dll","net452"
"DevExpress.PivotGrid.Core.ru","18.2.6","DevExpress.PivotGrid.v18.2.Core.resources.dll","ru"
"DevExpress.Printing.Core.ru","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","ru"
"DevExpress.Reporting.Core.ja","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","ja"
"DevExpress.Reporting.Core.es","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","es"
"DevExpress.Reporting.Core.es","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","es"
"DevExpress.Reporting.Core.ru","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","ru"
"DevExpress.Reporting.Core.ru","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","ru"
"DevExpress.Reporting.Core.ja","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","ja"
"DevExpress.Reporting.Core","18.2.6","DevExpress.XtraReports.v18.2.dll","net452"
"DevExpress.Reporting.CodeCompletion","18.2.6","DevExpress.XtraReports.v18.2.CodeCompletion.dll","net452"
"DevExpress.Printing.Core.ru","18.2.6","DevExpress.Printing.v18.2.Core.resources.dll","ru"
"DevExpress.Reporting.Core.de","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","de"
"DevExpress.Reporting.Core.de","18.2.6","DevExpress.XtraReports.v18.2.resources.dll","de"
"DevExpress.Reporting.Core","18.2.6","DevExpress.XtraReports.v18.2.dll","netstandard2.0"
"DevExpress.ExpressApp.Security","18.2.6","DevExpress.ExpressApp.Security.v18.2.dll","net452"
"DevExpress.ExpressApp.ScriptRecorder.Win.ru","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.ScriptRecorder.Win.ja","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Security.es","18.2.6","DevExpress.ExpressApp.Security.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Security.EF","18.2.6","DevExpress.ExpressApp.Security.EF.v18.2.dll","net452"
"DevExpress.ExpressApp.Security.de","18.2.6","DevExpress.ExpressApp.Security.v18.2.resources.dll","de"
"DevExpress.ExpressApp.ScriptRecorder.Web","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.ScriptRecorder.ru","18.2.6","DevExpress.ExpressApp.ScriptRecorder.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.ScriptRecorder.ja","18.2.6","DevExpress.ExpressApp.ScriptRecorder.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.ScriptRecorder.Win.es","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2.resources.dll","es"
"DevExpress.ExpressApp.ScriptRecorder.Win.de","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2.resources.dll","de"
"DevExpress.ExpressApp.ScriptRecorder.Win","18.2.6","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.Security.ja","18.2.6","DevExpress.ExpressApp.Security.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.StateMachine.de","18.2.6","DevExpress.ExpressApp.StateMachine.v18.2.resources.dll","de"
"DevExpress.ExpressApp.StateMachine","18.2.6","DevExpress.ExpressApp.StateMachine.v18.2.dll","net452"
"DevExpress.ExpressApp.Spa","18.2.6","DevExpress.ExpressApp.Spa.v18.2.dll","net452"
"DevExpress.ExpressApp.StateMachine.ru","18.2.6","DevExpress.ExpressApp.StateMachine.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.StateMachine.ja","18.2.6","DevExpress.ExpressApp.StateMachine.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.StateMachine.es","18.2.6","DevExpress.ExpressApp.StateMachine.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Security.Xpo.de","18.2.6","DevExpress.ExpressApp.Security.Xpo.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Security.Xpo","18.2.6","DevExpress.ExpressApp.Security.Xpo.v18.2.dll","net452"
"DevExpress.ExpressApp.Security.ru","18.2.6","DevExpress.ExpressApp.Security.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Security.Xpo.ru","18.2.6","DevExpress.ExpressApp.Security.Xpo.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Security.Xpo.ja","18.2.6","DevExpress.ExpressApp.Security.Xpo.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Security.Xpo.es","18.2.6","DevExpress.ExpressApp.Security.Xpo.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Scheduler.de","18.2.6","DevExpress.ExpressApp.Scheduler.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Scheduler","18.2.6","DevExpress.ExpressApp.Scheduler.v18.2.dll","net452"
"DevExpress.ExpressApp.ru","18.2.6","DevExpress.ExpressApp.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Scheduler.ru","18.2.6","DevExpress.ExpressApp.Scheduler.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Scheduler.ja","18.2.6","DevExpress.ExpressApp.Scheduler.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Scheduler.es","18.2.6","DevExpress.ExpressApp.Scheduler.v18.2.resources.dll","es"
"DevExpress.ExpressApp.ReportsV2.Win.de","18.2.6","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources.dll","de"
"DevExpress.ExpressApp.ReportsV2.Win","18.2.6","DevExpress.ExpressApp.ReportsV2.Win.v18.2.dll","net452"
"DevExpress.ExpressApp.ReportsV2.Web.ru","18.2.6","DevExpress.ExpressApp.ReportsV2.Web.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.ReportsV2.Win.ru","18.2.6","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.ReportsV2.Win.ja","18.2.6","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.ReportsV2.Win.es","18.2.6","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Scheduler.Web","18.2.6","DevExpress.ExpressApp.Scheduler.Web.v18.2.dll","net452"
"DevExpress.ExpressApp.Scheduler.Win.ru","18.2.6","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources.dll","ru"
"DevExpress.ExpressApp.Scheduler.Win.ja","18.2.6","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Scheduler.Win.es","18.2.6","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources.dll","es"
"DevExpress.ExpressApp.ScriptRecorder.es","18.2.6","DevExpress.ExpressApp.ScriptRecorder.v18.2.resources.dll","es"
"DevExpress.ExpressApp.ScriptRecorder.de","18.2.6","DevExpress.ExpressApp.ScriptRecorder.v18.2.resources.dll","de"
"DevExpress.ExpressApp.ScriptRecorder","18.2.6","DevExpress.ExpressApp.ScriptRecorder.v18.2.dll","net452"
"DevExpress.ExpressApp.Scheduler.Web.ja","18.2.6","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources.dll","ja"
"DevExpress.ExpressApp.Scheduler.Web.es","18.2.6","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources.dll","es"
"DevExpress.ExpressApp.Scheduler.Web.de","18.2.6","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources.dll","de"
"DevExpress.ExpressApp.Scheduler.Win.de","18.2.6","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources.dll","de"
