"Package","Assembly","DotNetFramework"
"devexpress.wpf.navigation","DevExpress.Xpf.NavBar.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.Ribbon.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.Controls.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.Docking.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.NavBar.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.Ribbon.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer","DevExpress.Xpf.PdfViewer.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.de","DevExpress.Xpf.PdfViewer.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.es","DevExpress.Xpf.PdfViewer.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.ja","DevExpress.Xpf.PdfViewer.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.ru","DevExpress.Xpf.PdfViewer.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pivotgrid","DevExpress.Xpf.PivotGrid.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing","DevExpress.Xpf.Printing.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.es","DevExpress.Xpf.Printing.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.de","DevExpress.Xpf.Printing.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.ja","DevExpress.Xpf.Printing.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.ru","DevExpress.Xpf.Printing.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.prismadapters","DevExpress.Xpf.PrismAdapters.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid","DevExpress.Xpf.PropertyGrid.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.de","DevExpress.Xpf.PropertyGrid.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.ja","DevExpress.Xpf.PropertyGrid.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.es","DevExpress.Xpf.PropertyGrid.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.ru","DevExpress.Xpf.PropertyGrid.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting","DevExpress.Xpf.CodeView.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting","DevExpress.Xpf.DataAccess.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting","DevExpress.Xpf.ReportDesigner.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting.ru","DevExpress.Xpf.ReportDesigner.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit","DevExpress.Xpf.RichEdit.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.de","DevExpress.Xpf.RichEdit.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.es","DevExpress.Xpf.RichEdit.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.ja","DevExpress.Xpf.RichEdit.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.ru","DevExpress.Xpf.RichEdit.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.de","DevExpress.Xpf.Scheduler.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler","DevExpress.Xpf.Scheduler.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.ja","DevExpress.Xpf.Scheduler.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.es","DevExpress.Xpf.Scheduler.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.ru","DevExpress.Xpf.Scheduler.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduling","DevExpress.Xpf.Scheduling.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.de","DevExpress.Xpf.SpellChecker.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker","DevExpress.Xpf.SpellChecker.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.es","DevExpress.Xpf.SpellChecker.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.ja","DevExpress.Xpf.SpellChecker.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.ru","DevExpress.Xpf.SpellChecker.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet","DevExpress.Xpf.Spreadsheet.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.de","DevExpress.Xpf.Spreadsheet.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.es","DevExpress.Xpf.Spreadsheet.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.ja","DevExpress.Xpf.Spreadsheet.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.ru","DevExpress.Xpf.Spreadsheet.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.dxstyle","DevExpress.Xpf.Themes.DXStyle.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.lightgray","DevExpress.Xpf.Themes.LightGray.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.metropolislight","DevExpress.Xpf.Themes.MetropolisLight.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.metropolisdark","DevExpress.Xpf.Themes.MetropolisDark.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2007black","DevExpress.Xpf.Themes.Office2007Black.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2007blue","DevExpress.Xpf.Themes.Office2007Blue.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2007silver","DevExpress.Xpf.Themes.Office2007Silver.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2010black","DevExpress.Xpf.Themes.Office2010Black.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2010blue","DevExpress.Xpf.Themes.Office2010Blue.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2010silver","DevExpress.Xpf.Themes.Office2010Silver.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2013","DevExpress.Xpf.Themes.Office2013.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2013darkgray","DevExpress.Xpf.Themes.Office2013DarkGray.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2013lightgray","DevExpress.Xpf.Themes.Office2013LightGray.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016blackse","DevExpress.Xpf.Themes.Office2016BlackSE.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016black","DevExpress.Xpf.Themes.Office2016Black.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016colorful","DevExpress.Xpf.Themes.Office2016Colorful.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016colorfulse","DevExpress.Xpf.Themes.Office2016ColorfulSE.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016darkgrayse","DevExpress.Xpf.Themes.Office2016DarkGraySE.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016white","DevExpress.Xpf.Themes.Office2016White.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016whitese","DevExpress.Xpf.Themes.Office2016WhiteSE.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.seven","DevExpress.Xpf.Themes.Seven.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.touchlinedark","DevExpress.Xpf.Themes.TouchlineDark.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2010","DevExpress.Xpf.Themes.VS2010.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2017blue","DevExpress.Xpf.Themes.VS2017Blue.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.treemap","DevExpress.Xpf.TreeMap.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2017dark","DevExpress.Xpf.Themes.VS2017Dark.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2017light","DevExpress.Xpf.Themes.VS2017Light.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.de","DevExpress.Xpo.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.ja","DevExpress.Xpo.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devexpress.xpo","DevExpress.Xpo.v17.2.dll",".NETFramework,Version=v4.0"
"devexpress.xpo","DevExpress.Xpo.v17.2.dll",".NETStandard,Version=v2.0"
"devexpress.xpo.ru","DevExpress.Xpo.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devextreme.aspnet.core","DevExtreme.AspNet.Core.dll",".NETFramework,Version=v4.5.1"
"devextreme.aspnet.core","DevExtreme.AspNet.Core.dll",".NETStandard,Version=v1.6"
"devexpress.xpo.es","DevExpress.Xpo.v17.2.resources.dll",".NETFramework,Version=v4.0"
"devextreme.aspnet.mvc","DevExtreme.AspNet.Mvc.dll",".NETFramework,Version=v4.0"
